Día,Hora,Total,Aplicativo,Marca,SEDE,Estado,Hora.1,Minuto,MA,Fecha
28,00/01/1900 13:43,"24,9",PEYA,CHIFA LATO,MIRAFLORES,ACEPTADO,13,43,10/2024,28/10/2024 13:43
28,00/01/1900 12:42,"18,9",RAPPI,RICKY RINCON,ATE,ACEPTADO,12,42,10/2024,28/10/2024 12:42
28,00/01/1900 16:40,"44,8",PEYA,CHIFA LATO,MIRAFLORES,ACEPTADO,16,40,10/2024,28/10/2024 16:40
28,00/01/1900 13:38,"33,8",RAPPI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,13,38,10/2024,28/10/2024 13:38
27,00/01/1900 14:34,"74,7",PEYA,CHIFA LATO,AVIACION,ACEPTADO,14,34,10/2024,27/10/2024 14:34
28,00/01/1900 11:13,"45,8",RAPPI,LA MILANGA,MAGDALENA,ACEPTADO,11,13,10/2024,28/10/2024 11:13
27,00/01/1900 15:24,"24,9",PEYA,CHIFA LATO,AVIACION,ACEPTADO,15,24,10/2024,27/10/2024 15:24
28,00/01/1900 11:08,"39,8",RAPPI,BRIOCHE,MAGDALENA,ACEPTADO,11,8,10/2024,28/10/2024 11:08
27,00/01/1900 16:14,"44,8",PEYA,CHIFA LATO,AVIACION,ACEPTADO,16,14,10/2024,27/10/2024 16:14
28,00/01/1900 11:04,"25,9",RAPPI,CHIFA LIFA,AVIACION,ACEPTADO,11,4,10/2024,28/10/2024 11:04
27,00/01/1900 19:49,"37,8",PEYA,CHIFA LATO,AVIACION,ANULADO,19,49,10/2024,27/10/2024 19:49
27,00/01/1900 22:53,"37,9",RAPPI,JUJU,MAGDALENA,ACEPTADO,22,53,10/2024,27/10/2024 22:53
27,00/01/1900 19:51,"50,8",PEYA,CHIFA LATO,AVIACION,ANULADO,19,51,10/2024,27/10/2024 19:51
27,00/01/1900 22:52,"49,8",RAPPI,CHIFA LIFA,MAGDALENA,ACEPTADO,22,52,10/2024,27/10/2024 22:52
27,00/01/1900 22:18,"62,7",PEYA,CHIFA LATO,AVIACION,ANULADO,22,18,10/2024,27/10/2024 22:18
27,00/01/1900 22:49,"64,8",RAPPI,CHIFA LIFA,LINCE,ACEPTADO,22,49,10/2024,27/10/2024 22:49
28,00/01/1900 15:50,"24,9",PEYA,CHIFA LATO,AVIACION,ACEPTADO,15,50,10/2024,28/10/2024 15:50
27,00/01/1900 22:45,"57,8",RAPPI,JUJU,MAGDALENA,ACEPTADO,22,45,10/2024,27/10/2024 22:45
28,00/01/1900 20:22,"69,7",PEYA,CHIFA LATO,AVIACION,ACEPTADO,20,22,10/2024,28/10/2024 20:22
27,00/01/1900 22:45,"42,9",RAPPI,PITROIT PIZZA,AVIACION,ACEPTADO,22,45,10/2024,27/10/2024 22:45
29,00/01/1900 10:08,"41,8",PEYA,CHIFA LATO,AVIACION,ACEPTADO,10,8,10/2024,29/10/2024 10:08
27,00/01/1900 22:41,"22,9",RAPPI,ENTRE BROSTERS,LINCE,ACEPTADO,22,41,10/2024,27/10/2024 22:41
27,00/01/1900 20:31,"22,9",PEYA,CHIFA LATO,LOS OLIVOS,ACEPTADO,20,31,10/2024,27/10/2024 20:31
27,00/01/1900 22:41,"172,3",RAPPI,CHIFA LIFA,LINCE,ACEPTADO,22,41,10/2024,27/10/2024 22:41
28,00/01/1900 9:32,"25,9",PEYA,CHIFA LATO,LOS OLIVOS,ACEPTADO,9,32,10/2024,28/10/2024 9:32
27,00/01/1900 22:40,"24,9",RAPPI,CHIFA LATO,ATE,ACEPTADO,22,40,10/2024,27/10/2024 22:40
28,00/01/1900 20:00,"24,9",PEYA,CHIFA LATO,LOS OLIVOS,ACEPTADO,20,0,10/2024,28/10/2024 20:00
27,00/01/1900 22:37,"24,9",RAPPI,CHIFA LATO,LOS OLIVOS,ACEPTADO,22,37,10/2024,27/10/2024 22:37
27,00/01/1900 15:46,"49,8",PEYA,CHIFA LATO,ATE,ACEPTADO,15,46,10/2024,27/10/2024 15:46
27,00/01/1900 22:30,"28,8",RAPPI,CHIFA LATO,LOS OLIVOS,ACEPTADO,22,30,10/2024,27/10/2024 22:30
27,00/01/1900 16:35,"30,8",PEYA,CHIFA LATO,MIRAFLORES,ACEPTADO,16,35,10/2024,27/10/2024 16:35
27,00/01/1900 22:29,60,RAPPI,WILL & BILL,AVIACION,ACEPTADO,22,29,10/2024,27/10/2024 22:29
28,00/01/1900 17:33,"18,9",PEYA,POLLO SALVADOR,MAGDALENA,ACEPTADO,17,33,10/2024,28/10/2024 17:33
27,00/01/1900 22:58,"48,7",RAPPI,BRIOCHE,AVIACION,ACEPTADO,22,58,10/2024,27/10/2024 22:58
27,00/01/1900 16:33,"49,8",PEYA,CHIFA LATO,MIRAFLORES,ACEPTADO,16,33,10/2024,27/10/2024 16:33
27,00/01/1900 22:23,"38,7",RAPPI,LA MECHE,ATE,ACEPTADO,22,23,10/2024,27/10/2024 22:23
27,00/01/1900 12:46,"37,8",PEYA,CHIFA LATO,MIRAFLORES,ACEPTADO,12,46,10/2024,27/10/2024 12:46
27,00/01/1900 22:20,"63,8",RAPPI,LA MILANGA,AVIACION,ACEPTADO,22,20,10/2024,27/10/2024 22:20
28,00/01/1900 20:27,"18,9",PEYA,POLLO SALVADOR,ATE,ANULADO,20,27,10/2024,28/10/2024 20:27
27,00/01/1900 22:19,"22,9",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,19,10/2024,27/10/2024 22:19
27,00/01/1900 11:32,"69,7",PEYA,CHIFA LATO,LINCE,ACEPTADO,11,32,10/2024,27/10/2024 11:32
27,00/01/1900 22:19,"22,9",RAPPI,ENTRE BROSTERS,AVIACION,ACEPTADO,22,19,10/2024,27/10/2024 22:19
27,00/01/1900 12:10,"24,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,12,10,10/2024,27/10/2024 12:10
27,00/01/1900 22:10,"23,9",RAPPI,LA MATINA,ATE,ACEPTADO,22,10,10/2024,27/10/2024 22:10
27,00/01/1900 13:28,"24,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,13,28,10/2024,27/10/2024 13:28
27,00/01/1900 22:00,"50,7",RAPPI,BRIOCHE,MIRAFLORES,ACEPTADO,22,0,10/2024,27/10/2024 22:00
27,00/01/1900 14:04,"56,8",PEYA,CHIFA LATO,LINCE,ACEPTADO,14,4,10/2024,27/10/2024 14:04
27,00/01/1900 21:59,"40,7",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,21,59,10/2024,27/10/2024 21:59
27,00/01/1900 14:46,"25,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,14,46,10/2024,27/10/2024 14:46
27,00/01/1900 21:57,42,RAPPI,WILL & BILL,ATE,ACEPTADO,21,57,10/2024,27/10/2024 21:57
27,00/01/1900 21:09,"38,8",PEYA,CHIFA LATO,LINCE,ACEPTADO,21,9,10/2024,27/10/2024 21:09
27,00/01/1900 21:57,"66,7",RAPPI,JUJU,LOS OLIVOS,ACEPTADO,21,57,10/2024,27/10/2024 21:57
28,00/01/1900 11:57,"25,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,11,57,10/2024,28/10/2024 11:57
27,00/01/1900 21:56,"27,9",RAPPI,MAMA ROSITA,MAGDALENA,ACEPTADO,21,56,10/2024,27/10/2024 21:56
28,00/01/1900 12:18,"24,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,12,18,10/2024,28/10/2024 12:18
27,00/01/1900 21:48,"19,9",RAPPI,BRIOCHE,ATE,ACEPTADO,21,48,10/2024,27/10/2024 21:48
28,00/01/1900 13:09,"25,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,13,9,10/2024,28/10/2024 13:09
27,00/01/1900 21:47,"36,9",RAPPI,LASAGNA FACTORY,LINCE,ACEPTADO,21,47,10/2024,27/10/2024 21:47
28,00/01/1900 13:43,"24,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,13,43,10/2024,28/10/2024 13:43
27,00/01/1900 22:21,"85,7",RAPPI,SAM'S CHICKEN,ATE,ACEPTADO,22,21,10/2024,27/10/2024 22:21
28,00/01/1900 15:03,"24,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,15,3,10/2024,28/10/2024 15:03
28,00/01/1900 14:40,29,RAPPI,MAMA ROSITA,ATE,ACEPTADO,14,40,10/2024,28/10/2024 14:40
28,00/01/1900 18:58,"71,7",PEYA,CHIFA LATO,LINCE,ACEPTADO,18,58,10/2024,28/10/2024 18:58
27,00/01/1900 22:58,"42,8",RAPPI,CHIFA LIFA,MAGDALENA,ACEPTADO,22,58,10/2024,27/10/2024 22:58
28,00/01/1900 20:47,"19,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,20,47,10/2024,28/10/2024 20:47
28,00/01/1900 8:23,"29,8",RAPPI,BRIOCHE,LOS OLIVOS,ACEPTADO,8,23,10/2024,28/10/2024 8:23
28,00/01/1900 20:50,"26,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,20,50,10/2024,28/10/2024 20:50
28,00/01/1900 11:00,35,RAPPI,LA MILANGA,LOS OLIVOS,ACEPTADO,11,0,10/2024,28/10/2024 11:00
28,00/01/1900 21:09,"20,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,21,9,10/2024,28/10/2024 21:09
28,00/01/1900 10:52,"50,9",RAPPI,PITROIT PIZZA,AVIACION,ACEPTADO,10,52,10/2024,28/10/2024 10:52
28,00/01/1900 21:14,"24,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,21,14,10/2024,28/10/2024 21:14
28,00/01/1900 10:49,"12,9",RAPPI,RICKY RINCON,LOS OLIVOS,ACEPTADO,10,49,10/2024,28/10/2024 10:49
28,00/01/1900 22:31,"27,8",PEYA,CHIFA LATO,LINCE,ACEPTADO,22,31,10/2024,28/10/2024 22:31
28,00/01/1900 10:45,"91,8",RAPPI,PITROIT PIZZA,ATE,ACEPTADO,10,45,10/2024,28/10/2024 10:45
29,00/01/1900 10:02,"19,9",PEYA,CHIFA LATO,LINCE,ACEPTADO,10,2,10/2024,29/10/2024 10:02
28,00/01/1900 10:43,"56,7",RAPPI,BRIOCHE,LOS OLIVOS,ACEPTADO,10,43,10/2024,28/10/2024 10:43
27,00/01/1900 14:08,"24,9",PEYA,CHIFA LATO,MIRAFLORES,ACEPTADO,14,8,10/2024,27/10/2024 14:08
28,00/01/1900 10:34,"12,9",RAPPI,LA MATINA,ATE,ACEPTADO,10,34,10/2024,28/10/2024 10:34
27,00/01/1900 20:24,"100,3",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,20,24,10/2024,27/10/2024 20:24
28,00/01/1900 10:30,"19,9",RAPPI,ENTRE BROSTERS,MAGDALENA,ANULADO,10,30,10/2024,28/10/2024 10:30
27,00/01/1900 19:52,"22,9",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,19,52,10/2024,27/10/2024 19:52
28,00/01/1900 10:23,"67,7",RAPPI,BRIOCHE,LOS OLIVOS,ACEPTADO,10,23,10/2024,28/10/2024 10:23
27,00/01/1900 19:27,"45,8",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,19,27,10/2024,27/10/2024 19:27
28,00/01/1900 10:21,"24,9",RAPPI,CHIFA LATO,MIRAFLORES,ACEPTADO,10,21,10/2024,28/10/2024 10:21
27,00/01/1900 19:32,"91,2",PEYA,PASTI PASTA,LOS OLIVOS,ACEPTADO,19,32,10/2024,27/10/2024 19:32
28,00/01/1900 10:18,51,RAPPI,MAMA ROSITA,MAGDALENA,ACEPTADO,10,18,10/2024,28/10/2024 10:18
28,00/01/1900 14:53,"34,7",PEYA,PASTI PASTA,LOS OLIVOS,ACEPTADO,14,53,10/2024,28/10/2024 14:53
28,00/01/1900 10:03,"19,9",RAPPI,BRIOCHE,AVIACION,ACEPTADO,10,3,10/2024,28/10/2024 10:03
27,00/01/1900 12:18,"39,8",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,12,18,10/2024,27/10/2024 12:18
28,00/01/1900 8:20,"34,9",RAPPI,CHIFA LATO,MAGDALENA,ACEPTADO,8,20,10/2024,28/10/2024 8:20
27,00/01/1900 13:42,"76,7",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,13,42,10/2024,27/10/2024 13:42
28,00/01/1900 9:54,"29,8",RAPPI,BRIOCHE,ATE,ACEPTADO,9,54,10/2024,28/10/2024 9:54
27,00/01/1900 14:59,"312,3",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,14,59,10/2024,27/10/2024 14:59
28,00/01/1900 9:41,"24,9",RAPPI,JUJU,MIRAFLORES,ACEPTADO,9,41,10/2024,28/10/2024 9:41
27,00/01/1900 15:42,"34,9",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,15,42,10/2024,27/10/2024 15:42
28,00/01/1900 9:39,"25,8",RAPPI,LA MATINA,LOS OLIVOS,ACEPTADO,9,39,10/2024,28/10/2024 9:39
27,00/01/1900 17:37,"29,7",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,17,37,10/2024,27/10/2024 17:37
28,00/01/1900 9:37,"66,5",RAPPI,LA MECHE,LOS OLIVOS,ACEPTADO,9,37,10/2024,28/10/2024 9:37
27,00/01/1900 22:21,"22,8",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,22,21,10/2024,27/10/2024 22:21
28,00/01/1900 9:36,"139,5",RAPPI,CHIFA LIFA,LOS OLIVOS,ACEPTADO,9,36,10/2024,28/10/2024 9:36
27,00/01/1900 22:56,"66,9",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,22,56,10/2024,27/10/2024 22:56
28,00/01/1900 9:32,"21,8",RAPPI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,9,32,10/2024,28/10/2024 9:32
28,00/01/1900 13:59,"29,7",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,13,59,10/2024,28/10/2024 13:59
28,00/01/1900 9:25,"25,9",RAPPI,PASTI PASTA,MAGDALENA,ACEPTADO,9,25,10/2024,28/10/2024 9:25
28,00/01/1900 19:40,"46,8",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,19,40,10/2024,28/10/2024 19:40
28,00/01/1900 9:23,40,RAPPI,CARRITO SANGUCHERO,LOS OLIVOS,ACEPTADO,9,23,10/2024,28/10/2024 9:23
28,00/01/1900 19:49,"66,9",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,19,49,10/2024,28/10/2024 19:49
28,00/01/1900 9:17,"58,6",RAPPI,BRIOCHE,LOS OLIVOS,ACEPTADO,9,17,10/2024,28/10/2024 9:17
28,00/01/1900 22:03,"81,7",PEYA,LASAGNA FACTORY,LOS OLIVOS,ACEPTADO,22,3,10/2024,28/10/2024 22:03
28,00/01/1900 9:15,"54,7",RAPPI,JUJU,LOS OLIVOS,ACEPTADO,9,15,10/2024,28/10/2024 9:15
27,00/01/1900 16:44,"23,9",PEYA,LA MATINA,LOS OLIVOS,ACEPTADO,16,44,10/2024,27/10/2024 16:44
28,00/01/1900 8:41,27,RAPPI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,8,41,10/2024,28/10/2024 8:41
27,00/01/1900 17:45,"25,8",PEYA,LA MATINA,LOS OLIVOS,ACEPTADO,17,45,10/2024,27/10/2024 17:45
28,00/01/1900 8:30,"32,8",RAPPI,LA MATINA,LOS OLIVOS,ACEPTADO,8,30,10/2024,28/10/2024 8:30
28,00/01/1900 8:28,"34,8",PEYA,LA MATINA,LOS OLIVOS,ACEPTADO,8,28,10/2024,28/10/2024 8:28
28,00/01/1900 9:43,"24,9",RAPPI,JUJU,LINCE,ACEPTADO,9,43,10/2024,28/10/2024 9:43
28,00/01/1900 15:02,"23,9",PEYA,LA MATINA,LOS OLIVOS,ACEPTADO,15,2,10/2024,28/10/2024 15:02
27,00/01/1900 21:47,"98,6",RAPPI,JUJU,MIRAFLORES,ACEPTADO,21,47,10/2024,27/10/2024 21:47
27,00/01/1900 10:03,"36,8",PEYA,JUJU,LOS OLIVOS,ACEPTADO,10,3,10/2024,27/10/2024 10:03
28,00/01/1900 14:41,"29,9",RAPPI,PASTI PASTA,ATE,ACEPTADO,14,41,10/2024,28/10/2024 14:41
27,00/01/1900 11:16,"43,8",PEYA,JUJU,LOS OLIVOS,ACEPTADO,11,16,10/2024,27/10/2024 11:16
28,00/01/1900 14:48,"86,6",RAPPI,JUJU,LINCE,ACEPTADO,14,48,10/2024,28/10/2024 14:48
27,00/01/1900 13:12,"29,9",PEYA,PASTI PASTA,LOS OLIVOS,ACEPTADO,13,12,10/2024,27/10/2024 13:12
28,00/01/1900 21:48,"12,9",RAPPI,BRIOCHE,MAGDALENA,ACEPTADO,21,48,10/2024,28/10/2024 21:48
27,00/01/1900 13:30,"30,9",PEYA,JUJU,LOS OLIVOS,ACEPTADO,13,30,10/2024,27/10/2024 13:30
28,00/01/1900 21:41,"70,7",RAPPI,LA MECHE,MAGDALENA,ACEPTADO,21,41,10/2024,28/10/2024 21:41
29,00/01/1900 8:16,"44,9",PEYA,SAM'S CHICKEN,LOS OLIVOS,ACEPTADO,8,16,10/2024,29/10/2024 8:16
28,00/01/1900 21:40,"25,8",RAPPI,LA MECHE,LOS OLIVOS,ACEPTADO,21,40,10/2024,28/10/2024 21:40
27,00/01/1900 21:18,73,PEYA,LA MILANGA,AVIACION,ACEPTADO,21,18,10/2024,27/10/2024 21:18
28,00/01/1900 21:38,"52,8",RAPPI,JUJU,AVIACION,ACEPTADO,21,38,10/2024,28/10/2024 21:38
27,00/01/1900 13:15,"39,8",PEYA,CHIFA LIFA,ATE,ACEPTADO,13,15,10/2024,27/10/2024 13:15
28,00/01/1900 21:28,46,RAPPI,LA MILANGA,LINCE,ACEPTADO,21,28,10/2024,28/10/2024 21:28
28,00/01/1900 13:48,"29,9",PEYA,CHIFA LIFA,ATE,ACEPTADO,13,48,10/2024,28/10/2024 13:48
28,00/01/1900 21:20,"30,9",RAPPI,JUJU,MAGDALENA,ACEPTADO,21,20,10/2024,28/10/2024 21:20
27,00/01/1900 10:09,"59,8",PEYA,CHIFA LIFA,MAGDALENA,ACEPTADO,10,9,10/2024,27/10/2024 10:09
28,00/01/1900 21:18,27,RAPPI,MAMA ROSITA,MIRAFLORES,ACEPTADO,21,18,10/2024,28/10/2024 21:18
27,00/01/1900 13:59,"59,7",PEYA,CHIFA LIFA,MAGDALENA,ACEPTADO,13,59,10/2024,27/10/2024 13:59
28,00/01/1900 21:18,"33,8",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,21,18,10/2024,28/10/2024 21:18
27,00/01/1900 14:07,"42,8",PEYA,CHIFA LIFA,MAGDALENA,ANULADO,14,7,10/2024,27/10/2024 14:07
28,00/01/1900 21:17,"71,6",RAPPI,LA MECHE,MIRAFLORES,ACEPTADO,21,17,10/2024,28/10/2024 21:17
27,00/01/1900 20:56,"38,8",PEYA,CHIFA LIFA,MAGDALENA,ACEPTADO,20,56,10/2024,27/10/2024 20:56
28,00/01/1900 21:16,"128,7",RAPPI,PITROIT PIZZA,AVIACION,ACEPTADO,21,16,10/2024,28/10/2024 21:16
27,00/01/1900 21:09,"99,6",PEYA,CHIFA LIFA,MAGDALENA,ACEPTADO,21,9,10/2024,27/10/2024 21:09
28,00/01/1900 21:05,"28,9",RAPPI,JUJU,MAGDALENA,ACEPTADO,21,5,10/2024,28/10/2024 21:05
27,00/01/1900 22:00,"35,9",PEYA,CHIFA LIFA,MAGDALENA,ACEPTADO,22,0,10/2024,27/10/2024 22:00
28,00/01/1900 21:05,"22,9",RAPPI,BRIOCHE,MAGDALENA,ACEPTADO,21,5,10/2024,28/10/2024 21:05
27,00/01/1900 12:08,"63,4",PEYA,LA MILANGA,MIRAFLORES,ACEPTADO,12,8,10/2024,27/10/2024 12:08
28,00/01/1900 21:04,"44,8",RAPPI,LASAGNA FACTORY,MAGDALENA,ACEPTADO,21,4,10/2024,28/10/2024 21:04
27,00/01/1900 12:58,33,PEYA,LA MILANGA,MIRAFLORES,ACEPTADO,12,58,10/2024,27/10/2024 12:58
28,00/01/1900 21:03,"33,8",RAPPI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,21,3,10/2024,28/10/2024 21:03
27,00/01/1900 17:22,"49,4",PEYA,LA MILANGA,MIRAFLORES,ACEPTADO,17,22,10/2024,27/10/2024 17:22
28,00/01/1900 20:56,"37,6",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,20,56,10/2024,28/10/2024 20:56
27,00/01/1900 20:02,"40,4",PEYA,LA MILANGA,MIRAFLORES,ACEPTADO,20,2,10/2024,27/10/2024 20:02
28,00/01/1900 20:52,"60,7",RAPPI,LA MECHE,LINCE,ACEPTADO,20,52,10/2024,28/10/2024 20:52
27,00/01/1900 13:05,"50,9",PEYA,LA MILANGA,MAGDALENA,ACEPTADO,13,5,10/2024,27/10/2024 13:05
28,00/01/1900 20:48,"26,7",RAPPI,ENTRE BROSTERS,LINCE,ACEPTADO,20,48,10/2024,28/10/2024 20:48
27,00/01/1900 14:34,35,PEYA,LA MILANGA,MAGDALENA,ACEPTADO,14,34,10/2024,27/10/2024 14:34
28,00/01/1900 20:33,"56,5",RAPPI,SAM'S CHICKEN,MIRAFLORES,ACEPTADO,20,33,10/2024,28/10/2024 20:33
27,00/01/1900 11:41,35,PEYA,LA MILANGA,ATE,ACEPTADO,11,41,10/2024,27/10/2024 11:41
28,00/01/1900 20:27,"62,7",RAPPI,LA MECHE,LOS OLIVOS,ACEPTADO,20,27,10/2024,28/10/2024 20:27
28,00/01/1900 10:41,38,PEYA,LA MILANGA,ATE,ACEPTADO,10,41,10/2024,28/10/2024 10:41
28,00/01/1900 20:25,70,RAPPI,LA MILANGA,LINCE,ACEPTADO,20,25,10/2024,28/10/2024 20:25
28,00/01/1900 21:21,"26,9",PEYA,ALITASTIC,MIRAFLORES,ACEPTADO,21,21,10/2024,28/10/2024 21:21
28,00/01/1900 20:13,"29,9",RAPPI,PASTI PASTA,ATE,ACEPTADO,20,13,10/2024,28/10/2024 20:13
27,00/01/1900 11:17,38,PEYA,LA MILANGA,AVIACION,ACEPTADO,11,17,10/2024,27/10/2024 11:17
28,00/01/1900 20:09,"33,8",RAPPI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,20,9,10/2024,28/10/2024 20:09
27,00/01/1900 21:15,"45,4",PEYA,LA MILANGA,AVIACION,ACEPTADO,21,15,10/2024,27/10/2024 21:15
28,00/01/1900 20:06,43,RAPPI,LA MILANGA,MIRAFLORES,ACEPTADO,20,6,10/2024,28/10/2024 20:06
27,00/01/1900 12:39,"87,4",PEYA,LA MILANGA,LINCE,ACEPTADO,12,39,10/2024,27/10/2024 12:39
28,00/01/1900 21:50,"16,9",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,21,50,10/2024,28/10/2024 21:50
27,00/01/1900 14:31,"30,9",PEYA,JUJU,LOS OLIVOS,ACEPTADO,14,31,10/2024,27/10/2024 14:31
28,00/01/1900 22:00,29,RAPPI,MAMA ROSITA,LINCE,ACEPTADO,22,0,10/2024,28/10/2024 22:00
27,00/01/1900 19:14,"26,8",PEYA,JUJU,LOS OLIVOS,ACEPTADO,19,14,10/2024,27/10/2024 19:14
28,00/01/1900 22:05,"37,8",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,5,10/2024,28/10/2024 22:05
27,00/01/1900 21:15,"19,9",PEYA,JUJU,LOS OLIVOS,ACEPTADO,21,15,10/2024,27/10/2024 21:15
28,00/01/1900 22:05,"24,9",RAPPI,LA MECHE,ATE,ACEPTADO,22,5,10/2024,28/10/2024 22:05
29,00/01/1900 8:11,"38,9",PEYA,BRIOCHE,LOS OLIVOS,ACEPTADO,8,11,10/2024,29/10/2024 8:11
29,00/01/1900 10:05,"25,8",RAPPI,BRIOCHE,ATE,ACEPTADO,10,5,10/2024,29/10/2024 10:05
29,00/01/1900 8:47,"21,9",PEYA,BRIOCHE,LOS OLIVOS,ACEPTADO,8,47,10/2024,29/10/2024 8:47
29,00/01/1900 9:54,"21,8",RAPPI,BRIOCHE,LOS OLIVOS,ACEPTADO,9,54,10/2024,29/10/2024 9:54
29,00/01/1900 10:29,"85,5",PEYA,BRIOCHE,LOS OLIVOS,ACEPTADO,10,29,10/2024,29/10/2024 10:29
29,00/01/1900 9:50,"56,7",RAPPI,BRIOCHE,MAGDALENA,ACEPTADO,9,50,10/2024,29/10/2024 9:50
27,00/01/1900 17:11,"44,7",PEYA,CHIFA LIFA,LOS OLIVOS,ANULADO,17,11,10/2024,27/10/2024 17:11
29,00/01/1900 9:46,"128,4",RAPPI,BRIOCHE,AVIACION,ACEPTADO,9,46,10/2024,29/10/2024 9:46
27,00/01/1900 18:02,"44,7",PEYA,CHIFA LIFA,LOS OLIVOS,ACEPTADO,18,2,10/2024,27/10/2024 18:02
29,00/01/1900 9:27,"49,8",RAPPI,CHIFA LATO,LOS OLIVOS,ACEPTADO,9,27,10/2024,29/10/2024 9:27
27,00/01/1900 13:59,41,PEYA,LA MILANGA,LOS OLIVOS,ACEPTADO,13,59,10/2024,27/10/2024 13:59
29,00/01/1900 9:25,"24,9",RAPPI,CHIFA LATO,ATE,ACEPTADO,9,25,10/2024,29/10/2024 9:25
27,00/01/1900 16:26,15,PEYA,WILL & BILL,LOS OLIVOS,ACEPTADO,16,26,10/2024,27/10/2024 16:26
29,00/01/1900 9:18,"41,8",RAPPI,JUJU,AVIACION,ACEPTADO,9,18,10/2024,29/10/2024 9:18
28,00/01/1900 16:02,"34,9",PEYA,ALITASTIC,LOS OLIVOS,ACEPTADO,16,2,10/2024,28/10/2024 16:02
29,00/01/1900 9:12,"19,9",RAPPI,LA MATINA,LOS OLIVOS,ACEPTADO,9,12,10/2024,29/10/2024 9:12
27,00/01/1900 10:16,"37,8",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,10,16,10/2024,27/10/2024 10:16
29,00/01/1900 8:49,"28,8",RAPPI,LA MATINA,LOS OLIVOS,ACEPTADO,8,49,10/2024,29/10/2024 8:49
27,00/01/1900 10:48,"59,4",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,10,48,10/2024,27/10/2024 10:48
29,00/01/1900 8:06,45,RAPPI,WILL & BILL,AVIACION,ACEPTADO,8,6,10/2024,29/10/2024 8:06
27,00/01/1900 13:11,"48,7",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,13,11,10/2024,27/10/2024 13:11
28,00/01/1900 22:59,"24,9",RAPPI,CHIFA LATO,MAGDALENA,ACEPTADO,22,59,10/2024,28/10/2024 22:59
27,00/01/1900 14:22,"30,8",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,22,10/2024,27/10/2024 14:22
28,00/01/1900 20:01,"33,8",RAPPI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,20,1,10/2024,28/10/2024 20:01
27,00/01/1900 14:36,"49,8",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,36,10/2024,27/10/2024 14:36
28,00/01/1900 22:56,"22,9",RAPPI,LA MECHE,LOS OLIVOS,ACEPTADO,22,56,10/2024,28/10/2024 22:56
27,00/01/1900 14:40,"30,7",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,40,10/2024,27/10/2024 14:40
28,00/01/1900 22:44,"9,9",RAPPI,SAM'S CHICKEN,ATE,ACEPTADO,22,44,10/2024,28/10/2024 22:44
27,00/01/1900 15:31,"53,9",PEYA,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,15,31,10/2024,27/10/2024 15:31
